PROV1773;Ijil;;;;;;;;;;;;;;;;;;x;;;;
PROV1775;Awlil;;;;;;;;;;;;;;;;;;x;;;;
PROV3408;Arguin;;;;;;;;;;;;;;;;;;x;;;;
PROV3403;Wadane;;;;;;;;;;;;;;;;;;x;;;;
PROV3404;Awdaghost;;;;;;;;;;;;;;;;;;x;;;;
PROV3406;Hodh;;;;;;;;;;;;;;;;;;x;;;;
PROV3403;Wadane;;;;;;;;;;;;;;;;;;x;;;;
PROV1689;Walata;;;;;;;;;;;;;;;;;;x;;;;
PROV1781;Tichitt;;;;;;;;;;;;;;;;;;x;;;;
PROV2609;Arawane;;;;;;;;;;;;;;;;;;x;;;;
PROV3407;Tawdenni;;;;;;;;;;;;;;;;;;x;;;;
PROV1717;Teghaza;;;;;;;;;;;;;;;;;;x;;;;
PROV3409;Twat;;;;;;;;;;;;;;;;;;x;;;;
PROV3410;Al-Qulai'a;;;;;;;;;;;;;;;;;;x;;;;
PROV1712;Al-Borma;;;;;;;;;;;;;;;;;;x;;;;
PROV1719;Ghadames;;;;;;;;;;;;;;;;;;x;;;;
PROV1721;Ahaggar;;;;;;;;;;;;;;;;;;x;;;;
PROV3410;Al-Qulai'a;;;;;;;;;;;;;;;;;;x;;;;
PROV1742;Awjila;;;;;;;;;;;;;;;;;;x;;;;
PROV3411;Farafra;;;;;;;;;;;;;;;;;;x;;;;
PROV3405;Egyptian Desert;;;;;;;;;;;;;;;;;;x;;;;
PROV2858;Al-Kufra;;;;;;;;;;;;;;;;;;x;;;;
PROV1825;Sarra;;;;;;;;;;;;;;;;;;x;;;;
PROV1814;Djourab;;;;;;;;;;;;;;;;;;x;;;;
PROV2564;Fada;;;;;;;;;;;;;;;;;;x;;;;
PROV3415;Nukheila;;;;;;;;;;;;;;;;;;x;;;;
PROV3414;Salima;;;;;;;;;;;;;;;;;;x;;;;
PROV1951;Ngarazama;;;;;;;;;;;;;;;;;;x;;;;
PROV1961;Al-Junaynah;;;;;;;;;;;;;;;;;;x;;;;
PROV1824;Al-Fasher;;;;;;;;;;;;;;;;;;x;;;;
PROV1841;Nyala;;;;;;;;;;;;;;;;;;x;;;;
PROV1312;Makran;;;;;;;;;;;;;;;;;;x;;;;
PROV2591;Konduz;;;;;;;;;;;;;;;;;;x;;;;
PROV920;Reqeh;;;;;;;;;;;;;;;;;;x;;;;
PROV909;Al-Kerak;;;;;;;;;;;;;;;;;;x;;;;
PROV908;'Aman;;;;;;;;;;;;;;;;;;x;;;;
PROV2499;Sharm Al-Qa'im;;;;;;;;;;;;;;;;;;x;;;;
PROV2497;Makan Al-Bij'a;;;;;;;;;;;;;;;;;;x;;;;
PROV2498;'Ardu Nounkour;;;;;;;;;;;;;;;;;;x;;;;
PROV3416;Ma'an;;;;;;;;;;;;;;;;;;x;;;;
PROV3417;Afrin;;;;;;;;;;;;;;;;;;x;;;; 
PROV911;Sakaka;;;;;;;;;;;;;;;;;;x;;;;
PROV910;Al-Qaryat;;;;;;;;;;;;;;;;;;x;;;;
PROV1156;Al-Nafud Al-Gharbiu;;;;;;;;;;;;;;;;;;x;;;;
PROV1158;Al-Nafud Al-Sharqia;;;;;;;;;;;;;;;;;;x;;;;
PROV3418;Mantua;;;;;;;;;;;;;;;;;;x;;;;
PROV3419;Noli;;;;;;;;;;;;;;;;;;x;;;;
PROV3420;Asti;;;;;;;;;;;;;;;;;;x;;;;
PROV3421;Casale Monferrato;;;;;;;;;;;;;;;;;;x;;;;
central_asia;Central Asia;;;;;;;;;;;;;;;;;;x;;;;
north_asia;North Asia;;;;;;;;;;;;;;;;;;x;;;;
herat;Herat;;;;;;;;;;;;;;;;;;x;;;;
oasis;Oasis;;;;;;;;;;;;;;;;;;x;;;;
